n,f,fCount,S,maxS,decision,countViEQ0,countViEQ1
250,62,62,40,40,-1,129,121
250,62,62,40,40,-1,110,140
250,62,62,40,40,-1,124,126
250,62,62,40,40,-1,126,124
250,62,62,40,40,-1,129,121
250,62,62,40,40,-1,123,127
250,62,62,40,40,-1,118,132
250,62,62,40,40,-1,135,115
250,62,62,40,40,-1,127,123
250,62,62,40,40,-1,124,126
250,62,62,40,40,-1,120,130
250,62,62,40,40,-1,122,128
250,62,62,40,40,-1,137,113
250,62,62,40,40,-1,133,117
250,62,62,40,40,-1,117,133
250,124,124,40,40,-1,124,126
250,124,124,40,40,-1,120,130
250,124,124,40,40,-1,118,132
250,124,124,40,40,-1,129,121
250,124,124,40,40,-1,127,123
250,124,124,40,40,-1,111,139
250,124,124,40,40,-1,139,111
250,124,124,40,40,-1,119,131
250,124,124,40,40,-1,108,142
250,124,124,40,40,-1,131,119
250,124,124,40,40,-1,127,123
250,124,124,40,40,-1,129,121
250,124,124,40,40,-1,122,128
250,124,124,40,40,-1,131,119
250,124,124,40,40,-1,125,125
250,124,124,40,40,-1,135,115
250,124,124,40,40,-1,125,125
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,124,126
250,124,124,40,40,-1,127,123
250,124,124,40,40,-1,126,124
250,124,124,40,40,-1,135,115
250,124,124,40,40,-1,127,123
250,124,124,40,40,-1,100,150
250,124,124,40,40,-1,129,121
250,124,124,40,40,-1,126,124
250,124,124,40,40,-1,133,117
250,124,124,40,40,-1,135,115
250,124,124,40,40,-1,135,115
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,124,126
250,124,124,40,40,-1,119,131
250,124,124,40,40,-1,127,123
250,124,124,40,40,-1,117,133
250,124,124,40,40,-1,120,130
250,124,124,40,40,-1,123,127
250,124,124,40,40,-1,149,101
250,124,124,40,40,-1,119,131
250,124,124,40,40,-1,113,137
250,124,124,40,40,-1,116,134
250,124,124,40,40,-1,135,115
250,124,124,40,40,-1,138,112
250,124,124,40,40,-1,139,111
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,111,139
250,124,124,40,40,-1,118,132
250,124,124,40,40,-1,140,110
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,120,130
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,128,122
250,124,124,40,40,-1,129,121
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,119,131
250,124,124,40,40,-1,120,130
250,124,124,40,40,-1,123,127
250,124,124,40,40,-1,121,129
250,124,124,40,40,-1,136,114
250,124,124,40,40,-1,124,126
250,124,124,40,40,-1,117,133
250,124,124,40,40,-1,120,130
250,124,124,40,40,-1,126,124
250,124,124,40,40,-1,115,135
250,124,124,40,40,-1,136,114
250,124,124,40,40,-1,127,123
250,124,124,40,40,-1,117,133
250,124,124,40,40,-1,138,112
250,124,124,40,40,-1,137,113
250,124,124,40,40,-1,106,144
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,122,128
250,124,124,40,40,-1,137,113
250,124,124,40,40,-1,126,124
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,124,126
250,124,124,40,40,-1,122,128
250,124,124,40,40,-1,111,139
250,124,124,40,40,-1,121,129
250,124,124,40,40,-1,123,127
250,124,124,40,40,-1,120,130
250,124,124,40,40,-1,127,123
250,124,124,40,40,-1,132,118
250,124,124,40,40,-1,139,111
250,124,124,40,40,-1,134,116
250,124,124,40,40,-1,139,111
250,124,124,40,40,-1,138,112
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,134,116
250,124,124,40,40,-1,120,130
250,124,124,40,40,-1,119,131
250,124,124,40,40,-1,131,119
250,124,124,40,40,-1,129,121
250,124,124,40,40,-1,117,133
250,124,124,40,40,-1,120,130
250,124,124,40,40,-1,136,114
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,130,120
250,124,124,40,40,-1,139,111
250,124,124,40,40,-1,124,126
250,0,0,45,1,1,119,131
250,0,0,45,1,1,119,131
250,0,0,45,1,0,126,124
250,0,0,45,1,0,135,115
250,0,0,45,1,0,135,115
250,0,0,45,1,0,125,125
250,0,0,45,1,1,114,136
250,0,0,45,1,1,121,129
250,0,0,45,1,1,121,129
250,0,0,45,1,0,135,115
250,0,0,45,1,0,128,122
250,0,0,45,1,0,132,118
250,0,0,45,1,0,129,121
250,0,0,45,1,0,136,114
250,0,0,45,1,1,118,132
250,0,0,45,1,0,128,122
250,0,0,45,1,0,135,115
250,0,0,45,1,1,122,128
250,0,0,45,1,0,126,124
250,0,0,45,1,1,120,130
250,0,0,45,1,0,137,113
250,0,0,45,1,1,125,125
250,0,0,45,1,1,119,131
250,0,0,45,1,0,132,118
250,0,0,45,1,0,138,112
250,0,0,45,1,0,136,114
250,0,0,45,1,0,136,114
250,0,0,45,1,0,128,122
250,0,0,45,1,1,121,129
250,0,0,45,1,0,135,115
250,0,0,45,1,0,133,117
250,0,0,45,1,1,124,126
250,0,0,45,1,1,111,139
250,0,0,45,1,0,138,112
250,0,0,45,1,1,119,131
250,0,0,45,1,1,112,138
250,0,0,45,1,0,129,121
250,0,0,45,1,1,123,127
250,0,0,45,1,0,136,114
250,0,0,45,1,1,124,126
250,0,0,45,1,0,128,122
250,0,0,45,1,1,112,138
250,0,0,45,1,0,131,119
250,0,0,45,1,1,118,132
250,0,0,45,1,0,133,117
250,0,0,45,1,1,114,136
250,0,0,45,1,0,126,124
250,0,0,45,1,1,112,138
250,0,0,45,1,1,118,132
250,0,0,45,1,0,126,124
250,0,0,45,1,1,122,128
250,0,0,45,1,1,120,130
250,0,0,45,1,1,116,134
250,0,0,45,1,1,122,128
250,0,0,45,1,0,131,119
250,0,0,45,1,1,113,137
250,0,0,45,1,0,126,124
250,0,0,45,1,0,132,118
250,0,0,45,1,0,128,122
250,0,0,45,1,1,124,126
250,0,0,45,1,0,126,124
250,0,0,45,1,0,129,121
250,0,0,45,1,1,121,129
250,0,0,45,1,0,125,125
250,0,0,45,1,1,112,138
250,0,0,45,1,0,127,123
250,0,0,45,1,1,122,128
250,0,0,45,1,0,131,119
250,0,0,45,1,1,111,139
250,0,0,45,1,0,143,107
250,0,0,45,1,1,125,125
250,0,0,45,1,1,125,125
250,0,0,45,1,0,131,119
250,0,0,45,1,0,134,116
250,0,0,45,1,0,129,121
250,0,0,45,1,1,121,129
250,0,0,45,1,0,135,115
250,0,0,45,1,1,104,146
250,0,0,45,1,0,134,116
250,0,0,45,1,1,107,143
250,0,0,45,1,1,118,132
250,0,0,45,1,1,121,129
250,0,0,45,1,1,120,130
250,0,0,45,1,0,128,122
250,0,0,45,1,1,120,130
250,0,0,45,1,0,131,119
250,0,0,45,1,1,115,135
250,0,0,45,1,1,120,130
250,0,0,45,1,0,131,119
250,0,0,45,1,0,128,122
250,0,0,45,1,0,126,124
250,0,0,45,1,1,114,136
250,0,0,45,1,0,130,120
250,0,0,45,1,0,135,115
250,0,0,45,1,0,137,113
250,0,0,45,1,1,111,139
250,0,0,45,1,1,122,128
250,0,0,45,1,0,127,123
250,0,0,45,1,1,117,133
250,0,0,45,1,1,113,137
250,62,62,45,45,-1,126,124
250,62,62,45,45,-1,115,135
250,62,62,45,45,-1,134,116
250,62,62,45,45,-1,123,127
250,62,62,45,45,-1,128,122
250,62,62,45,45,-1,116,134
250,62,62,45,45,-1,111,139
250,62,62,45,45,-1,129,121
250,62,62,45,45,-1,120,130
250,62,62,45,45,-1,121,129
250,62,62,45,45,-1,123,127
250,62,62,45,45,-1,130,120
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,123,127
250,62,62,45,45,-1,114,136
250,62,62,45,45,-1,126,124
250,62,62,45,45,-1,132,118
250,62,62,45,45,-1,127,123
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,125,125
250,62,62,45,45,-1,128,122
250,62,62,45,45,-1,133,117
250,62,62,45,45,-1,132,118
250,62,62,45,45,-1,108,142
250,62,62,45,45,-1,114,136
250,62,62,45,45,-1,135,115
250,62,62,45,45,-1,113,137
250,62,62,45,45,-1,123,127
250,62,62,45,45,-1,129,121
250,62,62,45,45,-1,128,122
250,62,62,45,45,-1,136,114
250,62,62,45,45,-1,134,116
250,62,62,45,45,-1,125,125
250,62,62,45,45,-1,121,129
250,62,62,45,45,-1,123,127
250,62,62,45,45,-1,107,143
250,62,62,45,45,-1,122,128
250,62,62,45,45,-1,118,132
250,62,62,45,45,-1,141,109
250,62,62,45,45,-1,127,123
250,62,62,45,45,-1,122,128
250,62,62,45,45,-1,115,135
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,121,129
250,62,62,45,45,-1,122,128
250,62,62,45,45,-1,129,121
250,62,62,45,45,-1,130,120
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,117,133
250,62,62,45,45,-1,130,120
250,62,62,45,45,-1,113,137
250,62,62,45,45,-1,115,135
250,62,62,45,45,-1,121,129
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,117,133
250,62,62,45,45,-1,122,128
250,62,62,45,45,-1,121,129
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,128,122
250,62,62,45,45,-1,123,127
250,62,62,45,45,-1,121,129
250,62,62,45,45,-1,121,129
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,129,121
250,62,62,45,45,-1,131,119
250,62,62,45,45,-1,120,130
250,62,62,45,45,-1,145,105
250,62,62,45,45,-1,135,115
250,62,62,45,45,-1,123,127
250,62,62,45,45,-1,134,116
250,62,62,45,45,-1,140,110
250,62,62,45,45,-1,130,120
250,62,62,45,45,-1,113,137
250,62,62,45,45,-1,130,120
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,127,123
250,62,62,45,45,-1,120,130
250,62,62,45,45,-1,130,120
250,62,62,45,45,-1,122,128
250,62,62,45,45,-1,123,127
250,62,62,45,45,-1,123,127
250,62,62,45,45,-1,133,117
250,62,62,45,45,-1,118,132
250,62,62,45,45,-1,122,128
250,62,62,45,45,-1,127,123
250,62,62,45,45,-1,119,131
250,62,62,45,45,-1,112,138
250,62,62,45,45,-1,126,124
250,62,62,45,45,-1,122,128
250,62,62,45,45,-1,116,134
250,62,62,45,45,-1,127,123
250,62,62,45,45,-1,116,134
250,62,62,45,45,-1,115,135
250,62,62,45,45,-1,113,137
250,62,62,45,45,-1,110,140
250,62,62,45,45,-1,124,126
250,62,62,45,45,-1,119,131
250,62,62,45,45,-1,122,128
250,62,62,45,45,-1,131,119
250,124,124,45,45,-1,122,128
250,124,124,45,45,-1,137,113
250,124,124,45,45,-1,126,124
250,124,124,45,45,-1,132,118
250,124,124,45,45,-1,131,119
250,124,124,45,45,-1,131,119
250,124,124,45,45,-1,133,117
250,124,124,45,45,-1,143,107
250,124,124,45,45,-1,132,118
250,124,124,45,45,-1,124,126
250,124,124,45,45,-1,139,111
250,124,124,45,45,-1,140,110
250,124,124,45,45,-1,128,122
250,124,124,45,45,-1,128,122
250,124,124,45,45,-1,126,124
250,124,124,45,45,-1,102,148
250,124,124,45,45,-1,130,120
250,124,124,45,45,-1,129,121
250,124,124,45,45,-1,114,136
250,124,124,45,45,-1,124,126
250,124,124,45,45,-1,116,134
250,124,124,45,45,-1,118,132
250,124,124,45,45,-1,120,130
250,124,124,45,45,-1,143,107
250,124,124,45,45,-1,118,132
250,124,124,45,45,-1,118,132
250,124,124,45,45,-1,137,113
250,124,124,45,45,-1,110,140
250,124,124,45,45,-1,123,127
250,124,124,45,45,-1,116,134
250,124,124,45,45,-1,120,130
250,124,124,45,45,-1,127,123
250,124,124,45,45,-1,119,131
250,124,124,45,45,-1,122,128
250,124,124,45,45,-1,133,117
250,124,124,45,45,-1,123,127
250,124,124,45,45,-1,128,122
250,124,124,45,45,-1,134,116
250,124,124,45,45,-1,129,121
250,124,124,45,45,-1,123,127
250,124,124,45,45,-1,139,111
250,124,124,45,45,-1,113,137
250,124,124,45,45,-1,131,119
250,124,124,45,45,-1,117,133
250,124,124,45,45,-1,130,120
250,124,124,45,45,-1,120,130
250,124,124,45,45,-1,121,129
250,124,124,45,45,-1,120,130
250,124,124,45,45,-1,123,127
250,124,124,45,45,-1,146,104
250,124,124,45,45,-1,112,138
250,124,124,45,45,-1,121,129
250,124,124,45,45,-1,103,147
250,124,124,45,45,-1,136,114
250,124,124,45,45,-1,121,129
250,124,124,45,45,-1,129,121
250,124,124,45,45,-1,127,123
250,124,124,45,45,-1,122,128
250,124,124,45,45,-1,126,124
250,124,124,45,45,-1,122,128
250,124,124,45,45,-1,120,130
250,124,124,45,45,-1,132,118
250,124,124,45,45,-1,123,127
250,124,124,45,45,-1,119,131
250,124,124,45,45,-1,124,126
250,124,124,45,45,-1,122,128
250,124,124,45,45,-1,132,118
250,124,124,45,45,-1,102,148
250,124,124,45,45,-1,130,120
250,124,124,45,45,-1,127,123
250,124,124,45,45,-1,127,123
250,124,124,45,45,-1,117,133
250,124,124,45,45,-1,125,125
250,124,124,45,45,-1,117,133
250,124,124,45,45,-1,120,130
250,124,124,45,45,-1,115,135
250,124,124,45,45,-1,126,124
250,124,124,45,45,-1,133,117
250,124,124,45,45,-1,130,120
250,124,124,45,45,-1,119,131
250,124,124,45,45,-1,126,124
250,124,124,45,45,-1,120,130
250,124,124,45,45,-1,127,123
250,124,124,45,45,-1,128,122
250,124,124,45,45,-1,116,134
250,124,124,45,45,-1,125,125
250,124,124,45,45,-1,123,127
250,124,124,45,45,-1,127,123
250,124,124,45,45,-1,126,124
250,124,124,45,45,-1,135,115
250,124,124,45,45,-1,131,119
250,124,124,45,45,-1,121,129
250,124,124,45,45,-1,103,147
250,124,124,45,45,-1,135,115
250,124,124,45,45,-1,129,121
250,124,124,45,45,-1,124,126
250,124,124,45,45,-1,123,127
250,124,124,45,45,-1,130,120
250,124,124,45,45,-1,124,126
250,124,124,45,45,-1,142,108
250,0,0,50,1,0,134,116
250,0,0,50,1,0,138,112
250,0,0,50,1,1,123,127
250,0,0,50,1,0,128,122
250,0,0,50,1,1,122,128
250,0,0,50,1,1,122,128
250,0,0,50,1,0,137,113
250,0,0,50,1,1,124,126
250,0,0,50,1,1,122,128
250,0,0,50,1,1,117,133
250,0,0,50,1,1,118,132
250,0,0,50,1,0,129,121
250,0,0,50,1,0,126,124
250,0,0,50,1,1,110,140
250,0,0,50,1,1,111,139
250,0,0,50,1,0,142,108
250,0,0,50,1,0,131,119
250,0,0,50,1,0,127,123
250,0,0,50,1,1,117,133
250,0,0,50,1,1,124,126
250,0,0,50,1,0,137,113
250,0,0,50,1,0,129,121
250,0,0,50,1,1,124,126
250,0,0,50,1,1,124,126
250,0,0,50,1,1,112,138
250,0,0,50,1,0,127,123
250,0,0,50,1,1,118,132
250,0,0,50,1,1,120,130
250,0,0,50,1,0,133,117
250,0,0,50,1,1,123,127
250,0,0,50,1,0,136,114
250,0,0,50,1,1,114,136
250,0,0,50,1,0,126,124
250,0,0,50,1,1,114,136
250,0,0,50,1,0,133,117
250,0,0,50,1,0,129,121
250,0,0,50,1,0,125,125
250,0,0,50,1,0,130,120
250,0,0,50,1,1,121,129
250,0,0,50,1,1,117,133
250,0,0,50,1,1,123,127
250,0,0,50,1,1,116,134
250,0,0,50,1,1,118,132
250,0,0,50,1,0,130,120
250,0,0,50,1,0,128,122
250,0,0,50,1,0,144,106
250,0,0,50,1,0,132,118
250,0,0,50,1,1,119,131
250,0,0,50,1,1,121,129
250,0,0,50,1,0,128,122
250,0,0,50,1,0,135,115
250,0,0,50,1,0,138,112
250,0,0,50,1,1,120,130
250,0,0,50,1,1,118,132
250,0,0,50,1,0,134,116
250,0,0,50,1,1,107,143
250,0,0,50,1,0,125,125
250,0,0,50,1,1,118,132
250,0,0,50,1,0,132,118
250,0,0,50,1,0,137,113
250,0,0,50,1,0,142,108
250,0,0,50,1,0,128,122
250,0,0,50,1,1,119,131
250,0,0,50,1,0,130,120
250,0,0,50,1,0,136,114
250,0,0,50,1,1,117,133
250,0,0,50,1,1,115,135
250,0,0,50,1,1,115,135
250,0,0,50,1,1,123,127
250,0,0,50,1,0,131,119
250,0,0,50,1,1,123,127
250,0,0,50,1,1,125,125
250,0,0,50,1,0,141,109
250,0,0,50,1,0,130,120
250,0,0,50,1,1,113,137
250,0,0,50,1,1,120,130
250,0,0,50,1,0,127,123
250,0,0,50,1,0,134,116
250,0,0,50,1,0,134,116
250,0,0,50,1,1,121,129
250,0,0,50,1,0,127,123
250,0,0,50,1,1,123,127
250,0,0,50,1,1,121,129
250,0,0,50,1,1,116,134
250,0,0,50,1,1,117,133
250,0,0,50,1,1,125,125
250,0,0,50,1,0,132,118
250,0,0,50,1,0,131,119
250,0,0,50,1,1,115,135
250,0,0,50,1,0,134,116
250,0,0,50,1,0,128,122
250,0,0,50,1,1,121,129
250,0,0,50,1,0,132,118
250,0,0,50,1,1,119,131
250,0,0,50,1,1,120,130
250,0,0,50,1,0,138,112
250,0,0,50,1,1,117,133
250,0,0,50,1,1,123,127
250,0,0,50,1,1,119,131
250,0,0,50,1,1,123,127
250,62,62,50,50,-1,112,138
250,62,62,50,50,-1,106,144
250,62,62,50,50,-1,122,128
250,62,62,50,50,-1,127,123
250,62,62,50,50,-1,119,131
250,62,62,50,50,-1,118,132
250,62,62,50,50,-1,133,117
250,62,62,50,50,-1,125,125
250,62,62,50,50,-1,132,118
250,62,62,50,50,-1,124,126
250,62,62,50,50,-1,127,123
250,62,62,50,50,-1,124,126
250,62,62,50,50,-1,121,129
250,62,62,50,50,-1,137,113
250,62,62,50,50,-1,134,116
250,62,62,50,50,-1,128,122
250,62,62,50,50,-1,128,122
250,62,62,50,50,-1,127,123
250,62,62,50,50,-1,126,124
250,62,62,50,50,-1,123,127
250,62,62,50,50,-1,125,125
250,62,62,50,50,-1,121,129
250,62,62,50,50,-1,117,133
250,62,62,50,50,-1,110,140
250,62,62,50,50,-1,132,118
250,62,62,50,50,-1,113,137
250,62,62,50,50,-1,122,128
250,62,62,50,50,-1,131,119
250,62,62,50,50,-1,116,134
250,62,62,50,50,-1,115,135
250,62,62,50,50,-1,132,118
250,62,62,50,50,-1,117,133
250,62,62,50,50,-1,122,128
250,62,62,50,50,-1,110,140
250,62,62,50,50,-1,135,115
250,62,62,50,50,-1,135,115
250,62,62,50,50,-1,115,135
250,62,62,50,50,-1,129,121
250,62,62,50,50,-1,124,126
250,62,62,50,50,-1,124,126
250,62,62,50,50,-1,128,122
250,62,62,50,50,-1,136,114
250,62,62,50,50,-1,125,125
250,62,62,50,50,-1,135,115
250,62,62,50,50,-1,127,123
250,62,62,50,50,-1,132,118
250,62,62,50,50,-1,117,133
250,62,62,50,50,-1,118,132
250,62,62,50,50,-1,132,118
250,62,62,50,50,-1,134,116
250,62,62,50,50,-1,133,117
250,62,62,50,50,-1,128,122
250,62,62,50,50,-1,126,124
250,62,62,50,50,-1,127,123
250,62,62,50,50,-1,129,121
250,62,62,50,50,-1,132,118
250,62,62,50,50,-1,117,133
250,62,62,50,50,-1,125,125
250,62,62,50,50,-1,133,117
250,62,62,50,50,-1,117,133
250,62,62,50,50,-1,125,125
250,62,62,50,50,-1,109,141
250,62,62,50,50,-1,109,141
250,62,62,50,50,-1,130,120
250,62,62,50,50,-1,119,131
250,62,62,50,50,-1,121,129
250,62,62,50,50,-1,132,118
250,62,62,50,50,-1,109,141
250,62,62,50,50,-1,129,121
250,62,62,50,50,-1,129,121
250,62,62,50,50,-1,124,126
250,62,62,50,50,-1,134,116
250,62,62,50,50,-1,129,121
250,62,62,50,50,-1,129,121
250,62,62,50,50,-1,129,121
250,62,62,50,50,-1,126,124
250,62,62,50,50,-1,113,137
250,62,62,50,50,-1,136,114
250,62,62,50,50,-1,127,123
250,62,62,50,50,-1,104,146
250,62,62,50,50,-1,112,138
250,62,62,50,50,-1,120,130
250,62,62,50,50,-1,120,130
250,62,62,50,50,-1,128,122
250,62,62,50,50,-1,142,108
250,62,62,50,50,-1,117,133
250,62,62,50,50,-1,136,114
250,62,62,50,50,-1,121,129
250,62,62,50,50,-1,118,132
250,62,62,50,50,-1,123,127
250,62,62,50,50,-1,119,131
250,62,62,50,50,-1,121,129
250,62,62,50,50,-1,121,129
250,62,62,50,50,-1,132,118
250,62,62,50,50,-1,123,127
250,62,62,50,50,-1,121,129
250,62,62,50,50,-1,119,131
250,62,62,50,50,-1,126,124
250,62,62,50,50,-1,120,130
250,62,62,50,50,-1,135,115
250,124,124,50,50,-1,136,114
250,124,124,50,50,-1,135,115
250,124,124,50,50,-1,126,124
250,124,124,50,50,-1,123,127
250,124,124,50,50,-1,118,132
250,124,124,50,50,-1,119,131
250,124,124,50,50,-1,115,135
250,124,124,50,50,-1,127,123
250,124,124,50,50,-1,127,123
250,124,124,50,50,-1,137,113
250,124,124,50,50,-1,122,128
250,124,124,50,50,-1,129,121
250,124,124,50,50,-1,135,115
250,124,124,50,50,-1,127,123
250,124,124,50,50,-1,125,125
250,124,124,50,50,-1,125,125
250,124,124,50,50,-1,124,126
250,124,124,50,50,-1,129,121
250,124,124,50,50,-1,125,125
250,124,124,50,50,-1,127,123
250,124,124,50,50,-1,134,116
250,124,124,50,50,-1,118,132
250,124,124,50,50,-1,124,126
250,124,124,50,50,-1,148,102
250,124,124,50,50,-1,126,124
250,124,124,50,50,-1,123,127
250,124,124,50,50,-1,143,107
250,124,124,50,50,-1,128,122
250,124,124,50,50,-1,112,138
250,124,124,50,50,-1,125,125
250,124,124,50,50,-1,125,125
250,124,124,50,50,-1,125,125
250,124,124,50,50,-1,120,130
250,124,124,50,50,-1,127,123
250,124,124,50,50,-1,128,122
250,124,124,50,50,-1,119,131
250,124,124,50,50,-1,123,127
250,124,124,50,50,-1,139,111
250,124,124,50,50,-1,116,134
250,124,124,50,50,-1,110,140
250,124,124,50,50,-1,128,122
250,124,124,50,50,-1,127,123
250,124,124,50,50,-1,127,123
250,124,124,50,50,-1,137,113
250,124,124,50,50,-1,124,126
250,124,124,50,50,-1,120,130
250,124,124,50,50,-1,134,116
250,124,124,50,50,-1,143,107
250,124,124,50,50,-1,126,124
250,124,124,50,50,-1,132,118
250,124,124,50,50,-1,128,122
250,124,124,50,50,-1,119,131
250,124,124,50,50,-1,119,131
250,124,124,50,50,-1,124,126
250,124,124,50,50,-1,119,131
250,124,124,50,50,-1,112,138
250,124,124,50,50,-1,122,128
250,124,124,50,50,-1,122,128
250,124,124,50,50,-1,132,118
250,124,124,50,50,-1,111,139
250,124,124,50,50,-1,125,125
250,124,124,50,50,-1,125,125
250,124,124,50,50,-1,131,119
250,124,124,50,50,-1,112,138
250,124,124,50,50,-1,123,127
250,124,124,50,50,-1,118,132
250,124,124,50,50,-1,111,139
250,124,124,50,50,-1,137,113
250,124,124,50,50,-1,126,124
250,124,124,50,50,-1,123,127
250,124,124,50,50,-1,121,129
250,124,124,50,50,-1,132,118
250,124,124,50,50,-1,110,140
250,124,124,50,50,-1,125,125
250,124,124,50,50,-1,124,126
250,124,124,50,50,-1,133,117
250,124,124,50,50,-1,116,134
250,124,124,50,50,-1,116,134
250,124,124,50,50,-1,98,152
250,124,124,50,50,-1,128,122
250,124,124,50,50,-1,115,135
250,124,124,50,50,-1,116,134
250,124,124,50,50,-1,146,104
250,124,124,50,50,-1,122,128
250,124,124,50,50,-1,118,132
250,124,124,50,50,-1,123,127
250,124,124,50,50,-1,132,118
250,124,124,50,50,-1,122,128
250,124,124,50,50,-1,122,128
250,124,124,50,50,-1,113,137
250,124,124,50,50,-1,120,130
250,124,124,50,50,-1,121,129
250,124,124,50,50,-1,114,136
250,124,124,50,50,-1,132,118
250,124,124,50,50,-1,135,115
250,124,124,50,50,-1,133,117
250,124,124,50,50,-1,116,134
250,124,124,50,50,-1,126,124
250,124,124,50,50,-1,122,128
250,124,124,50,50,-1,137,113
250,0,0,55,1,1,123,127
250,0,0,55,1,1,122,128
250,0,0,55,1,1,122,128
250,0,0,55,1,1,114,136
250,0,0,55,1,1,116,134
250,0,0,55,1,0,136,114
250,0,0,55,1,1,111,139
250,0,0,55,1,0,131,119
250,0,0,55,1,1,125,125
250,0,0,55,1,1,122,128
250,0,0,55,1,0,128,122
250,0,0,55,1,1,115,135
250,0,0,55,1,1,123,127
250,0,0,55,1,0,129,121
250,0,0,55,1,1,115,135
250,0,0,55,1,0,142,108
250,0,0,55,1,1,121,129
250,0,0,55,1,0,133,117
250,0,0,55,1,0,131,119
250,0,0,55,1,1,121,129
250,0,0,55,1,1,118,132
250,0,0,55,1,1,124,126
250,0,0,55,1,0,131,119
250,0,0,55,1,1,116,134
250,0,0,55,1,1,112,138
250,0,0,55,1,1,124,126
250,0,0,55,1,0,129,121
250,0,0,55,1,0,138,112
250,0,0,55,1,0,129,121
250,0,0,55,1,0,128,122
250,0,0,55,1,1,125,125
250,0,0,55,1,1,122,128
250,0,0,55,1,1,117,133
250,0,0,55,1,0,130,120
250,0,0,55,1,0,146,104
250,0,0,55,1,0,140,110
250,0,0,55,1,1,120,130
250,0,0,55,1,0,135,115
250,0,0,55,1,0,131,119
250,0,0,55,1,1,121,129
250,0,0,55,1,0,138,112
250,0,0,55,1,0,133,117
250,0,0,55,1,1,120,130
250,0,0,55,1,0,133,117
250,0,0,55,1,0,133,117
250,0,0,55,1,1,111,139
250,0,0,55,1,0,128,122
250,0,0,55,2,1,125,125
250,0,0,55,1,1,123,127
250,0,0,55,1,0,128,122
250,0,0,55,1,1,118,132
250,0,0,55,1,0,133,117
250,0,0,55,1,1,115,135
250,0,0,55,1,0,126,124
250,0,0,55,1,1,124,126
250,0,0,55,1,0,131,119
250,0,0,55,1,1,124,126
250,0,0,55,1,1,109,141
250,0,0,55,1,1,123,127
250,0,0,55,1,0,141,109
250,0,0,55,1,0,129,121
250,0,0,55,1,0,132,118
250,0,0,55,1,0,137,113
250,0,0,55,1,1,117,133
250,0,0,55,1,1,118,132
250,0,0,55,1,0,136,114
250,0,0,55,1,0,141,109
250,0,0,55,1,1,122,128
250,0,0,55,1,1,125,125
250,0,0,55,1,1,120,130
250,0,0,55,1,0,133,117
250,0,0,55,1,1,124,126
250,0,0,55,1,1,119,131
250,0,0,55,1,1,120,130
250,0,0,55,1,0,126,124
250,0,0,55,1,0,134,116
250,0,0,55,1,1,117,133
250,0,0,55,1,1,124,126
250,0,0,55,1,0,140,110
250,0,0,55,1,1,124,126
250,0,0,55,1,0,129,121
250,0,0,55,1,1,122,128
250,0,0,55,1,1,123,127
250,0,0,55,1,0,131,119
250,0,0,55,1,0,132,118
250,0,0,55,1,1,121,129
250,0,0,55,1,0,136,114
250,0,0,55,1,1,124,126
250,0,0,55,1,1,115,135
250,0,0,55,1,1,111,139
250,0,0,55,1,1,122,128
250,0,0,55,1,0,134,116
250,0,0,55,1,1,115,135
250,0,0,55,1,0,135,115
250,0,0,55,1,0,131,119
250,0,0,55,1,1,111,139
250,0,0,55,1,1,119,131
250,0,0,55,1,0,127,123
250,0,0,55,1,1,108,142
250,0,0,55,1,1,102,148
250,62,62,55,55,-1,133,117
250,62,62,55,55,-1,126,124
250,62,62,55,55,-1,120,130
250,62,62,55,55,-1,127,123
250,62,62,55,55,-1,117,133
250,62,62,55,55,-1,113,137
250,62,62,55,55,-1,127,123
250,62,62,55,55,-1,130,120
250,62,62,55,55,-1,117,133
250,62,62,55,55,-1,116,134
250,62,62,55,55,-1,127,123
250,62,62,55,55,-1,123,127
250,62,62,55,55,-1,136,114
250,62,62,55,55,-1,135,115
250,62,62,55,55,-1,118,132
250,62,62,55,55,-1,120,130
250,62,62,55,55,-1,123,127
250,62,62,55,55,-1,131,119
250,62,62,55,55,-1,111,139
250,62,62,55,55,-1,124,126
250,62,62,55,55,-1,132,118
250,62,62,55,55,-1,134,116
250,62,62,55,55,-1,120,130
250,62,62,55,55,-1,129,121
